,2000,"Abu Dhabi","G",48.1865284974093
,2000,"Abu Dhabi","N",67.5213675213675
,2000,"Amsterdam","G",89.119170984456
,2000,"Amsterdam","N",84.9358974358974
,2000,"Athens","G",51.8134715025907
,2000,"Athens","N",56.6239316239316
,2000,"Auckland","G",63.0051813471503
,2000,"Auckland","N",69.9786324786325
,2000,"Bangkok","G",20
,2000,"Bangkok","N",25.8547008547009
,2000,"Barcelona","G",68.2901554404145
,2000,"Barcelona","N",79.4871794871795
,2000,"Berlin","G",103.316062176166
,2000,"Berlin","N",89.2094017094017
,2000,"Bogotá","G",24.1450777202073
,2000,"Bogotá","N",31.0897435897436
,2000,"Brussels","G",105.077720207254
,2000,"Brussels","N",82.2649572649573
,2000,"Budapest","G",14.8186528497409
,2000,"Budapest","N",14.8504273504274
,2000,"Buenos Aires","G",43.419689119171
,2000,"Buenos Aires","N",50
,2000,"Caracas","G",15.7512953367876
,2000,"Caracas","N",21.0470085470085
,2000,"Chicago","G",93.5751295336788
,2000,"Chicago","N",99.2521367521368
,2000,"Copenhagen","G",103.316062176166
,2000,"Copenhagen","N",80.0213675213675
,2000,"Dublin","G",82.9015544041451
,2000,"Dublin","N",89.2094017094017
,2000,"Frankfurt","G",97.9274611398964
,2000,"Frankfurt","N",86.431623931624
,2000,"Geneva","G",106.528497409326
,2000,"Geneva","N",102.029914529915
,2000,"Helsinki","G",67.8756476683938
,2000,"Helsinki","N",66.025641025641
,2000,"Hong Kong","G",53.7823834196891
,2000,"Hong Kong","N",69.3376068376069
,2000,"Houston","G",102.279792746114
,2000,"Houston","N",109.508547008547
,2000,"Istanbul","G",29.8445595854922
,2000,"Istanbul","N",32.0512820512821
,2000,"Jakarta","G",8.18652849740933
,2000,"Jakarta","N",10.042735042735
,2000,"Johannesburg","G",57.3056994818653
,2000,"Johannesburg","N",59.6153846153846
,2000,"Kuala Lumpur","G",38.7564766839378
,2000,"Kuala Lumpur","N",40.3846153846154
,2000,"Lisbon","G",49.6373056994819
,2000,"Lisbon","N",55.3418803418804
,2000,"London","G",70.0518134715026
,2000,"London","N",75.2136752136752
,2000,"Los Angeles","G",102.487046632124
,2000,"Los Angeles","N",105.021367521368
,2000,"Luxembourg","G",104.559585492228
,2000,"Luxembourg","N",115.17094017094
,2000,"Madrid","G",69.3264248704663
,2000,"Madrid","N",79.9145299145299
,2000,"Manama","G",39.3782383419689
,2000,"Manama","N",51.6025641025641
,2000,"Manila","G",13.4715025906736
,2000,"Manila","N",16.2393162393162
,2000,"Mexico City","G",17.6165803108808
,2000,"Mexico City","N",22.2222222222222
,2000,"Milan","G",72.020725388601
,2000,"Milan","N",66.9871794871795
,2000,"Montreal","G",104.974093264249
,2000,"Montreal","N",94.6581196581197
,2000,"Moscow","G",9.22279792746114
,2000,"Moscow","N",10.5769230769231
,2000,"Mumbai","G",13.4715025906736
,2000,"Mumbai","N",16.2393162393162
,2000,"Nairobi","G",6.21761658031088
,2000,"Nairobi","N",7.58547008547009
,2000,"New York","G",100
,2000,"New York","N",100
,2000,"Nicosia","G",72.8497409326425
,2000,"Nicosia","N",84.4017094017094
,2000,"Oslo","G",75.440414507772
,2000,"Oslo","N",69.1239316239316
,2000,"Panama","G",27.6683937823834
,2000,"Panama","N",33.2264957264957
,2000,"Paris","G",72.4352331606218
,2000,"Paris","N",75.7478632478633
,2000,"Rio de Janeiro","G",28.9119170984456
